Token ID,Owner Address,Attribute clan,Attribute revealed,Attribute chassis,Attribute color,Attribute graphic,Attribute animation,Attribute emissive color,Attribute tier,Attribute head,Attribute torso,Attribute pelvis,Attribute shoulder left,Attribute shoulder right,Attribute arm left,Attribute arm right,Attribute leg left,Attribute leg right,Attribute knee left,Attribute knee right,Attribute collection
129,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Yuletide Up,Runner,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
130,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Tumblers Mule,Tri Explosion,Run,Yuletide Up,Runner,Clan,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
131,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,Runner,Common,Common,Common,Clan,Rare,Common,Common,Common,Common,Clan,Common,Spark Suit Edition 01
132,0x7e2366D3B1DD232ccBc89DA5BC17Ca69105B635b,Emerald Hand,true,Light,Emerald Palace,Wave,Dash,Prism,Officer,Uncommon,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
133,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Lolita Jam,Adept,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
134,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Emerald Hand,false,,,,,,,,,,,,,,,,,,
135,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Bubblegum Violence,true,Medium,Tumblers Mule,Zero Effort,Boxing,Aquamarine Chill,GrandMaster,Common,Common,Rare,Common,Common,Rare,Rare,Common,Common,Common,Common,Spark Suit Edition 01
136,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Mime Burst,Zero Effort,Spin,Lolita Jam,Adept,Clan,Common,Uncommon,Uncommon,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
137,0xF618E8802e67214643495c54d6e3E401a600D2a1,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
138,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elegance,Zero Effort,Heavy Spin,Astral,Adept,Common,Clan,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
139,0xC8ceD97dC0E29dCb53B957DBb54d62875C8D61d8,Emerald Hand,true,Medium,Emerald Palace,Zero Effort,Boxing,Elite,GrandMaster,Common,Common,Uncommon,Uncommon,Uncommon,Common,Common,Rare,Rare,Common,Uncommon,Spark Suit Edition 01
140,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Emerald Palace,Zero Effort,Boxing,Elite,Runner,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
141,0xF618E8802e67214643495c54d6e3E401a600D2a1,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
142,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Bubblegum Violence,true,Light,Harlequin Tonic,Tri Explosion,Dash,Yuletide Up,Master,Rare,Common,Uncommon,Uncommon,Common,Clan,Clan,Common,Common,Uncommon,Clan,Spark Suit Edition 01
143,0x052627587c7fEDb75210E3f8f30Ea8e6d6bbaf23,Bubblegum Violence,true,Medium,Tumblers Mule,Zero Effort,Boxing,Yuletide Up,Runner,Common,Common,Rare,Rare,Uncommon,Rare,Rare,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
144,0x9522a657672Da86d7adC5FC84415e92599580819,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Elite,Officer,Common,Common,Uncommon,Common,Rare,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
145,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Emerald Palace,Zero Effort,Dash,Elite,Adept,Common,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
146,0x000000000000000000000000000000000000dEaD,Grimbone,true,Heavy,Scorched Earth,Zero Effort,Heavy Spin,Blue Blaze,Runner,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
147,0x263281E6bB0E05DB2714726492DDc73162446ac3,Emerald Hand,true,Medium,Elegance,Zero Effort,Boxing,Aura,Master,Rare,Common,Common,Common,Common,Rare,Rare,Common,Common,Common,Common,Spark Suit Edition 01
148,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Heavy,Tumblers Mule,Zero Effort,Heavy Spin,Lolita Jam,Adept,Common,Rare,Uncommon,Uncommon,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
149,0xF618E8802e67214643495c54d6e3E401a600D2a1,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
150,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
151,0xEB720CDc100e79085ECBC20cF094B24f4F6007C7,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Elite,Adept,Uncommon,Clan,Common,Uncommon,Uncommon,Clan,Clan,Common,Common,Common,Uncommon,Spark Suit Edition 01
152,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Armada,Spin,Elite,Adept,Common,Common,Clan,Common,Rare,Rare,Rare,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
153,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
154,0xF618E8802e67214643495c54d6e3E401a600D2a1,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
155,0xB8AbdEb58E7784331115fF3262b53fC5737AF16f,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Elite,Adept,Common,Rare,Common,Rare,Clan,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
156,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Heavy,Tumblers Mule,Zero Effort,Heavy Spin,Sapphire Star,Runner,Uncommon,Rare,Common,Common,Common,Rare,Rare,Common,Common,Rare,Common,Spark Suit Edition 01
157,0x966618f5654a12cb86F62ff551DdE663a2AD4c00,Emerald Hand,true,Medium,Elite Corps,Wave,Run,Astral,Master,Uncommon,Common,Rare,Uncommon,Rare,Rare,Rare,Rare,Rare,Rare,Common,Spark Suit Edition 01
158,0xf5496654AA6e87E40021E381eE87FFE22cfe38E0,Emerald Hand,true,Light,Elite Corps,Armada,Dash,Elite,Adept,Common,Rare,Common,Common,Uncommon,Rare,Rare,Common,Common,Common,Uncommon,Spark Suit Edition 01
159,0x350DC39F5aD19e805465C4f8Eb0D98F61Eba1821,Bubblegum Violence,true,Light,Tumblers Mule,Lightning Jazz,Dash,Yuletide Up,Officer,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Clan,Spark Suit Edition 01
160,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
161,0x35329530659D33aF7b6dD6287F7c919079E872D2,Emerald Hand,true,Light,Emerald Palace,Armada,Dash,Elite,Adept,Uncommon,Common,Common,Common,Clan,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
162,0xEB720CDc100e79085ECBC20cF094B24f4F6007C7,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Prism,Officer,Rare,Common,Common,Uncommon,Uncommon,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
163,0xF618E8802e67214643495c54d6e3E401a600D2a1,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
164,0x56f3639428AD3913b1A1e2090D547B7d2b15C173,Emerald Hand,false,,,,,,,,,,,,,,,,,,
165,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Heavy,Harlequin Tonic,Tri Explosion,Heavy Spin,Yuletide Up,Runner,Uncommon,Common,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
166,0x5fDdaA45737A7a3cDd125Af3880e39697C93356c,Emerald Hand,true,Heavy,Elegance,Zero Effort,Heavy Spin,Elite,Adept,Common,Clan,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
167,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Hot Orange,Runner,Common,Common,Rare,Common,Uncommon,Common,Common,Clan,Clan,Uncommon,Common,Spark Suit Edition 01
168,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
169,0x223C6E916511EAe8a6549e5700b54444f93635Ed,Bubblegum Violence,true,Heavy,Mime Burst,Lightning Jazz,Heavy Spin,Yuletide Up,Officer,Uncommon,Common,Rare,Uncommon,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
170,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Armada,Dash,Elite,Runner,Uncommon,Rare,Uncommon,Uncommon,Common,Rare,Rare,Rare,Rare,Uncommon,Uncommon,Spark Suit Edition 01
171,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Yuletide Up,Runner,Rare,Common,Common,Rare,Rare,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
172,0x060A5a5880093760768Fc8432989150f0b1b0e45,Grimbone,true,Medium,Scorched Earth,Zero Effort,Boxing,Blue Blaze,Runner,Rare,Common,Rare,Rare,Clan,Common,Common,Clan,Clan,Common,Uncommon,Spark Suit Edition 01
173,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Emerald Hand,true,Medium,Emerald Palace,Zero Effort,Run,Astral,Officer,Common,Rare,Uncommon,Common,Common,Rare,Rare,Common,Common,Rare,Common,Spark Suit Edition 01
174,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
175,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Grimbone,true,Medium,Scorched Earth,Stripes,Run,Dusk,Officer,Uncommon,Common,Uncommon,Common,Clan,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
176,0xC8ceD97dC0E29dCb53B957DBb54d62875C8D61d8,Bubblegum Violence,true,Heavy,Harlequin Tonic,Zero Effort,Sumo,Sapphire Star,Runner,Uncommon,Common,Uncommon,Rare,Common,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
177,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
178,0xC8ceD97dC0E29dCb53B957DBb54d62875C8D61d8,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,Adept,Common,Common,Common,Clan,Common,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
179,0xdb92f3dC090F50B74635eFDa838a3e66EdacDeD4,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Sumo,Elite,Officer,Clan,Common,Uncommon,Common,Common,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
180,0x7e2366D3B1DD232ccBc89DA5BC17Ca69105B635b,Bubblegum Violence,true,Heavy,Harlequin Tonic,Tri Explosion,Heavy Spin,Yuletide Up,Adept,Clan,Common,Common,Uncommon,Uncommon,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
181,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Emerald Hand,true,Light,Elite Corps,Wave,Dash,Elite,GrandMaster,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
182,0xEB720CDc100e79085ECBC20cF094B24f4F6007C7,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Aura,Runner,Common,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
183,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Astral,Adept,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
184,0x7056296311d198C2BF203a4aa4A722c09cCDa791,Bubblegum Violence,true,Medium,Harlequin Tonic,Lightning Jazz,Run,Lolita Jam,Runner,Rare,Rare,Common,Clan,Uncommon,Common,Common,Common,Common,Rare,Uncommon,Spark Suit Edition 01
185,0x7e2366D3B1DD232ccBc89DA5BC17Ca69105B635b,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Dash,Aquamarine Chill,Runner,Rare,Clan,Uncommon,Common,Rare,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
186,0xF618E8802e67214643495c54d6e3E401a600D2a1,Grimbone,false,,,,,,,,,,,,,,,,,,
187,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Grimbone,true,Medium,Scorched Earth,Stripes,Boxing,Dusk,Master,Common,Clan,Uncommon,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
188,0xba98d38b3C0306CE9B6d95B22ccE420BA09364e3,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Elite,Master,Uncommon,Common,Uncommon,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
189,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Zero Effort,Heavy Spin,Aura,Runner,Common,Clan,Common,Common,Common,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
190,0x61759FB5255532F8f977d0a51B7037651bECac74,Grimbone,true,Medium,Scorched Earth,Skulls,Boxing,Dusk,GrandMaster,Uncommon,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Rare,Spark Suit Edition 01
191,0xC92b5E19F4f781f3a72c0A59767b69E71c8DDaCE,Bubblegum Violence,true,Light,Mime Burst,Zero Effort,Dash,Lolita Jam,Master,Uncommon,Common,Rare,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
192,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
193,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Aura,Runner,Rare,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
194,0xa37318D04EaeA8A410C79bD93cc8AED8B3E3ECCF,Emerald Hand,false,,,,,,,,,,,,,,,,,,
195,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Elite,Runner,Common,Common,Common,Uncommon,Common,Common,Common,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
196,0xF618E8802e67214643495c54d6e3E401a600D2a1,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
197,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
198,0xF2BF606Cc36Fbb475051B2645355CC91533E5eAc,Emerald Hand,true,Heavy,Emerald Palace,Wave,Heavy Spin,Elite,Adept,Rare,Common,Common,Common,Common,Common,Common,Clan,Clan,Uncommon,Rare,Spark Suit Edition 01
199,0xF618E8802e67214643495c54d6e3E401a600D2a1,Grimbone,false,,,,,,,,,,,,,,,,,,
200,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Yuletide Up,Adept,Uncommon,Common,Uncommon,Uncommon,Uncommon,Common,Common,Common,Common,Uncommon,Clan,Spark Suit Edition 01
201,0xb9De73467a5C2433b416a8230728d70eC2645B59,Emerald Hand,true,Heavy,Emerald Palace,Zero Effort,Heavy Spin,Elite,Adept,Common,Common,Common,Clan,Uncommon,Common,Common,Clan,Clan,Common,Uncommon,Spark Suit Edition 01
202,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Mime Burst,Lightning Jazz,Dash,Sapphire Star,Runner,Uncommon,Common,Uncommon,Uncommon,Uncommon,Clan,Clan,Clan,Clan,Uncommon,Common,Spark Suit Edition 01
203,0xEB720CDc100e79085ECBC20cF094B24f4F6007C7,Bubblegum Violence,true,Heavy,Mime Burst,Tri Explosion,Heavy Spin,Aquamarine Chill,Runner,Rare,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
204,0xC8ceD97dC0E29dCb53B957DBb54d62875C8D61d8,Bubblegum Violence,true,Medium,Mime Burst,Lightning Jazz,Boxing,Yuletide Up,GrandMaster,Common,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
205,0x6f431cc12C94D3Bce9E1F6B5009422dcc3489100,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Aura,Master,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
206,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
207,0xC8ceD97dC0E29dCb53B957DBb54d62875C8D61d8,Bubblegum Violence,true,Medium,Tumblers Mule,Zero Effort,Boxing,Sapphire Star,Adept,Uncommon,Common,Uncommon,Uncommon,Uncommon,Rare,Rare,Rare,Rare,Rare,Common,Spark Suit Edition 01
208,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Emerald Palace,Armada,Boxing,Elite,Runner,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
209,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Sunrise,Skulls,Run,Faded,Adept,Uncommon,Common,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
210,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Boxing,Astral,Adept,Uncommon,Common,Common,Uncommon,Rare,Common,Common,Rare,Rare,Common,Common,Spark Suit Edition 01
211,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
212,0xC8ceD97dC0E29dCb53B957DBb54d62875C8D61d8,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,GrandMaster,Common,Clan,Uncommon,Common,Common,Clan,Clan,Common,Common,Common,Common,Spark Suit Edition 01
213,0x67b8D1DFD3E3ABB084d4132d9ef4d391dC58DE47,Grimbone,true,Medium,Scorched Earth,Stripes,Run,Faded,Adept,Uncommon,Common,Rare,Common,Common,Common,Common,Common,Common,Uncommon,Clan,Spark Suit Edition 01
214,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Light,Harlequin Tonic,Zero Effort,Spin,Yuletide Up,Adept,Common,Common,Common,Rare,Common,Common,Common,Clan,Clan,Common,Common,Spark Suit Edition 01
215,0xF618E8802e67214643495c54d6e3E401a600D2a1,Bubblegum Violence,false,,,,,,,,,,,,,,,,,,
216,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
217,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
218,0xcD65C7512D62432068628231d55A2B983e585556,Emerald Hand,true,Light,Elite Corps,Zero Effort,Dash,Elite,Adept,Common,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Rare,Rare,Spark Suit Edition 01
219,0xC8ceD97dC0E29dCb53B957DBb54d62875C8D61d8,Bubblegum Violence,true,Light,Tumblers Mule,Lightning Jazz,Dash,Sapphire Star,Adept,Uncommon,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
220,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elegance,Zero Effort,Heavy Spin,Gem Stone,Runner,Uncommon,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
221,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Light,Elite Corps,Wave,Spin,Elite,Runner,Common,Common,Common,Common,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
222,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Wave,Heavy Spin,Gem Stone,Adept,Uncommon,Common,Common,Common,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
223,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
224,0xbdF4227aa95b8d7A85F5F8dA52A1d8467b90d0bE,Emerald Hand,true,Medium,Emerald Palace,Armada,Run,Gem Stone,GrandMaster,Common,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Clan,Common,Spark Suit Edition 01
225,0x7e2366D3B1DD232ccBc89DA5BC17Ca69105B635b,Bubblegum Violence,true,Medium,Tumblers Mule,Lightning Jazz,Boxing,Lolita Jam,Master,Common,Common,Common,Common,Common,Rare,Rare,Common,Common,Uncommon,Common,Spark Suit Edition 01
226,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Skulls,Run,Blue Blaze,Adept,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Uncommon,Spark Suit Edition 01
227,0xC8ceD97dC0E29dCb53B957DBb54d62875C8D61d8,Emerald Hand,true,Medium,Emerald Palace,Wave,Boxing,Elite,GrandMaster,Clan,Common,Common,Rare,Common,Common,Common,Rare,Rare,Uncommon,Common,Spark Suit Edition 01
228,0xEB720CDc100e79085ECBC20cF094B24f4F6007C7,Grimbone,true,Medium,Sunrise,Zero Effort,Run,Dusk,Runner,Common,Common,Common,Common,Rare,Clan,Clan,Clan,Clan,Common,Rare,Spark Suit Edition 01
229,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
230,0xF618E8802e67214643495c54d6e3E401a600D2a1,Grimbone,false,,,,,,,,,,,,,,,,,,
231,0xF618E8802e67214643495c54d6e3E401a600D2a1,Grimbone,false,,,,,,,,,,,,,,,,,,
232,0xad7cD697AFa10F660054DcfD4F671bF2cADa41f2,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Run,Yuletide Up,Runner,Clan,Common,Common,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
233,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Zero Effort,Boxing,Hot Orange,Runner,Common,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
234,0x4370c12bC9FF8ef1A7fE7ce9dd617fA6d88C4776,Bubblegum Violence,true,Light,Harlequin Tonic,Lightning Jazz,Dash,Yuletide Up,Runner,Common,Clan,Uncommon,Common,Common,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
235,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Dusk,Adept,Common,Common,Uncommon,Common,Uncommon,Common,Common,Common,Common,Uncommon,Rare,Spark Suit Edition 01
236,0x000000000000000000000000000000000000dEaD,Grimbone,true,Medium,Sunrise,Skulls,Run,Dusk,Adept,Clan,Common,Rare,Rare,Uncommon,Common,Common,Common,Common,Common,Common,Spark Suit Edition 01
237,0xF618E8802e67214643495c54d6e3E401a600D2a1,Emerald Hand,false,,,,,,,,,,,,,,,,,,
238,0x1F932cD93beA2138857fE6fAD92D7f9bfee55bC0,Grimbone,true,Medium,Sunrise,Zero Effort,Run,Dusk,Adept,Rare,Common,Common,Rare,Common,Common,Common,Common,Common,Rare,Common,Spark Suit Edition 01
239,0x5c3512bf0E40beB4F5f10CD02513319922a2F7f8,Grimbone,true,Medium,Scorched Earth,Zero Effort,Boxing,Dusk,Runner,Common,Common,Uncommon,Common,Uncommon,Common,Common,Clan,Clan,Uncommon,Common,Spark Suit Edition 01
240,0xEB720CDc100e79085ECBC20cF094B24f4F6007C7,Emerald Hand,true,Light,Emerald Palace,Armada,Dash,Aura,GrandMaster,Common,Rare,Uncommon,Common,Common,Rare,Rare,Common,Common,Common,Common,Spark Suit Edition 01
241,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Medium,Elite Corps,Zero Effort,Run,Gem Stone,Adept,Common,Common,Common,Uncommon,Uncommon,Common,Common,Rare,Rare,Common,Rare,Spark Suit Edition 01
242,0x8D804F454D46919e8BAF604390a6aC59DD419f9C,Bubblegum Violence,true,Light,Mime Burst,Zero Effort,Dash,Lolita Jam,Adept,Clan,Common,Common,Clan,Common,Common,Common,Clan,Clan,Uncommon,Uncommon,Spark Suit Edition 01
243,0x000000000000000000000000000000000000dEaD,Emerald Hand,true,Heavy,Elite Corps,Armada,Heavy Spin,Aura,Runner,Rare,Common,Uncommon,Common,Uncommon,Clan,Clan,Common,Common,Rare,Uncommon,Spark Suit Edition 01
244,0xb039d0830e4277C4d0117Db95B45668158116865,Grimbone,true,Medium,Scorched Earth,Zero Effort,Run,Hot Orange,GrandMaster,Common,Common,Rare,Common,Common,Common,Common,Common,Common,Uncommon,Common,Spark Suit Edition 01
245,0x000000000000000000000000000000000000dEaD,Bubblegum Violence,true,Medium,Harlequin Tonic,Zero Effort,Boxing,Yuletide Up,Adept,Rare,Common,Common,Common,Common,Common,Common,Common,Common,Common,Uncommon,Spark Suit Edition 01
