Token ID,Owner Address,Attribute role,Attribute luck,Attribute head,Attribute upperbody,Attribute lowerbody,Attribute face,Attribute figure,Attribute skin,Attribute bg,Attribute expression,Attribute skill 1,Attribute skill 2,Attribute power,Attribute token id,Attribute star,Attribute level,Attribute hatch num,Attribute vitality,Attribute free chance,Attribute used hatch num,Attribute mood
121,0xab64D2a2375885085d0943Ee7127686248A1444D,Claude,432,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,Awe-inspiring,,Excited Claude,Orange,,,,,,,,,,,,
122,0x303F0704f63C202440eA5B0c97b082b49910183F,Patty,136,Grass,,,Goatee,,Gloomy Patty,Blue,,,,,,,,,,,,
123,0x2d5daDB01A0FeC9449AeF1FB41192f589B6130A1,Ashe,658,Lantern Fish Hood,Fish Bikini,Lantern Fish Tail,Flower Hairpin,Shy Face,Gentle Ashe,Bluish Grey,,Increase power in percentage with all star characters in percentage,Increase power in percentage for each dinosaur character in the team,649,123,2,28,3/4,78,,,
124,0x583cBdcAD3e8C077B97Ec67418FaDa2bD471A439,Pop,130,Striped Cap,,,Sleeping Eye Mask,Lower Eye Lashes,Sky Pop,Grey,,,,,,,,,,,,
125,0x551aA2357420Eac4beEde788DAd7Ec6E73Ac71ad,Patty,136,Grass,Carton,Viking Boots,,Lightning,,Grey,,,,,,,,,,,,
126,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,148,Martin's Antenna,,Purple Slipper,,Lower Eye Lashes,Organic Pop,Bluish Grey,,Increase win rate in Team Mode in percentage,Increase win rate in Ancient Scene in percentage,316,126,1,20,1/2,94,3/3,,
127,0x0f636e14b237740F17A56958eFd7f0e88436FA5A,Patty,68,Cow Horn Tiara,Carton,,,,,Bluish Grey,,,,,,,,,,,,
128,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,322,Martin's Antenna,Striped Top,Colorful Pants,Golden Beard,Upper Eye Lashes,Desert Pop,Grey,,,,,,,,,,,,
129,0x28337780ec1283FEdA5072Ef6190b47CAed6eF9a,Patty,234,Viking Helmet,Viking Armor,Yellow Slipper,,Facial Design,Lava Patty,Blue,,,,,,,,,,,,
130,0x28337780ec1283FEdA5072Ef6190b47CAed6eF9a,Claude,142,,Belt,Blue Sneaker,Dali-style beard,Rainbow,Simplex Claude,Grey,,,,,,,,,,,,
131,0x28337780ec1283FEdA5072Ef6190b47CAed6eF9a,Claude,248,Dreadlocks,Hip Hop Jacket,Blue Sneaker,Awe-inspiring,Rainbow,,Grey,,,,,,,,,,,,
132,0x8f2Dc7f22BdC1dEF0bBa817530b240d1477b1B92,Ashe,60,Flower,,Red Shorts,,,,Blue,,Increase match revenue in percentage for each star character in the team,Increase power in percentage with all star characters in percentage,539,132,1,29,2/2,64,,,
133,0x30017c5303B300eeF85d2B2459b3F281877798d4,Bill Duck,333,Hippie Helmet,Hippie Vest,Hippie Pants,,Heart,,Orange,,Increase basic power in percentage,Increase win rate in all Scenes in percentage,418,133,1,28,3/3,76,0/3,,
134,0x28337780ec1283FEdA5072Ef6190b47CAed6eF9a,Bill Duck,952,Parrot Tricorne,Captain's Uniform,Exclusive Boots,Captain's Beard,Tattoo,Ocean Bill Duck,Bluish Grey,,Increase power in percentage if all characters in the team are different,Increase Coins earned from Ancient Scene in percentage,984,134,4,30,5/5,48,,,
135,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,302,Bee Tentacles,Bee Top,Red Sneaker,Flower Hairpin,Shy Face,Gentle Ashe,Orange,,Increase win rate in Joyous Scene in percentage,Increase match revenue in percentage for each fish character in the team,438,135,1,30,3/3,76,3/3,,
136,0x31C0844C8e56eabBa4599A455cD9f0bde80ec5d8,Patty,152,Grass,,Yellow Slipper,Cardboard mask,Lightning,Noble Patty,Orange,,,,,,,,,,,,
137,0x49C233D25768E462F0474390F653BAF40DD592b2,Bill Duck,142,,Shell Necklace,Red slippers,Captain's Beard,,,Bluish Grey,,,,,,,,,,,,
138,0xdA10bcCE794F5c080d25EA9f2E9Adc9f112D4360,Ashe,108,,,Red Shorts,Heart Glasses,Arrow Face,,Orange,,,,,,,,,,,,
139,0x1c2c40D1C01ED806619b111477A569001b0a4bFC,Bill Duck,436,Quiff,Captain's Uniform,Exclusive Boots,Captain's Beard,Tattoo,Ocean Bill Duck,Grey,,,,,,,,,,,,
140,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,581,Lantern Fish Hood,Fish Bikini,Lantern Fish Tail,Flower Hairpin,Arrow Face,,Grey,,Increase power in percentage for each star character in the team,Increase Coins earned from Guardian Scene in percentage,686,140,2,30,4/4,64,3/3,,
141,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,140,Flower,Bib,Red Sneaker,,Arrow Face,Intellectual Ashe,Grey,,Increase win rate in Team Mode in percentage,Increase win rate in Guardian Scene in percentage,488,141,2,30,2/2,94,3/3,,
142,0x58733778cEe608906A982BcC5FaEbb0479D702DD,Bill Duck,142,Antler Straw Hat,Shell Necklace,Red slippers,Rock Shades,,,Bluish Grey,,,,203,142,1,1,2/2,100,,,
143,0x303F0704f63C202440eA5B0c97b082b49910183F,Claude,130,Dreadlocks,,Blue Shorts,,Stubble,Excited Claude,Bluish Grey,,,,,,,,,,,,
144,0x4c8aE8dd26dA46cb612460b95b9B08c100649584,Claude,345,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,,,Forgiving Claude,Blue,,Increase match revenue in percentage for each dinosaur character in the team,Increase win rate in Casual Mode in percentage,420,144,1,25,3/3,88,,,
145,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Bill Duck,284,Hippie Helmet,Maple Leaf Jacket,Hippie Pants,Captain's Beard,,Ocean Bill Duck,Bluish Grey,,Increase win rate in Guardian Scene in percentage,Increase match revenue in percentage for each fish character in the team,392,145,1,25,3/3,52,3/3,,
146,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,436,Skeleton Kerchief,Pirate Trenchcoat,Viking Boots,Goatee,Facial Design,Noble Patty,Blue,,Increase power in percentage for each dinosaur character in the team,Increase Coins earned from Horror Scene in percentage,454,146,1,20,5/5,76,0/3,,
147,0x16E35BF830A7984bd82D033b100fAfA1E08BF118,Claude,130,Boxing Helmet,,,Dali-style beard,Stubble,Excited Claude,Blue,,,,,,,,,,,,
148,0x911b118506bA5e130617FEd289337D1af8a1103B,Pop,346,Martin's Antenna,Gold Glitter,Treasure Boots,Golden Beard,Upper Eye Lashes,Organic Pop,Grey,,Increase win rate in Single-player matches in percentage,,430,148,1,17,4/4,88,,,
149,0xc6de33F747CE9dc5F2B8137532f38405E656F697,Ashe,384,Bee Tentacles,Bee Top,Bee Bottom,,Shy Face,Gentle Ashe,Blue,,Increase win rate in Single-player matches in percentage,Increase win rate in Horror Scene in percentage,661,149,2,30,3/3,78,0/3,,
150,0x644ab1B55ED7d6349790f854132D29D404Fe1524,Patty,308,Grass,Viking Armor,Viking Boots,Goatee,Facial Design,Lava Patty,Grey,,,,,,,,,,,,
151,0x145c692ea0B7D8dD26F0eD6230b2fC6c44EffdA1,Pop,150,Nightcap,Striped Top,,,,Desert Pop,Bluish Grey,,,,,,,,,,,,
152,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,108,,,Yellow Slipper,,Facial Design,Noble Patty,Blue,,Increase win rate in Ancient Scene in percentage,Increase win rate in Story Mode in percentage,334,152,1,22,2/2,76,3/3,,
153,0x0218EFc64d41c265166e1E381a9737aa442bBAe9,Ashe,420,Bee Tentacles,Bee Top,Bee Bottom,Heart Glasses,Arrow Face,Optimistic Ashe,Bluish Grey,,Increase power in percentage with all dinosaur characters,Increase match revenue in percentage for each dinosaur character in the team,688,153,3,23,3/3,70,,,
154,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,148,Viking Helmet,,,Cardboard mask,Facial Design,Gloomy Patty,Bluish Grey,,Increase basic power in percentage,Increase match revenue in percentage for each cloud character in the team,527,154,1,30,2/2,76,3/3,,
155,0xC1da66a4aA9DFcf60B891105AF58F4AD4AFfaA9f,Claude,140,Boxing Helmet,Belt,,,,Forgiving Claude,Blue,,,,,,,,,,,,
156,0xeEE9841386820d7f7f6659E53C1e44C8E8016444,Pop,294,Martin's Antenna,Colorful Top,Colorful Pants,,,,Grey,,,,,,,,,,,,
157,0x303F0704f63C202440eA5B0c97b082b49910183F,Ashe,92,Flower,,Red Shorts,,Shy Face,Optimistic Ashe,Blue,,,,,,,,,,,,
158,0x303F0704f63C202440eA5B0c97b082b49910183F,Claude,264,Dreadlocks,Hip Hop Jacket,Tentacle Feet,Dali-style beard,Stubble,Excited Claude,Blue,,,,,,,,,,,,
159,0x34543AA177d10f4507014409126E499E28Ac122D,Claude,128,,Tentacle Skirt,,,Stubble,Excited Claude,Grey,,,,,,,,,,,,
160,0x5342712163626F9D7A787E88De68e49e03B3be2e,Bill Duck,282,Hippie Helmet,Shell Necklace,Hippie Pants,Captain's Beard,Heart,Evil Bill Duck,Orange,,Increase power in percentage with all dinosaur characters,Increase win rate in Frigid Scene in percentage,572,160,1,30,3,,,,52
161,0x088771a64D950229020D91513A071F3429944261,Bill Duck,318,Hippie Helmet,Hippie Vest,Hippie Pants,,Heart,,Grey,,,,,,,,,,,,
162,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,146,Devil's Horn,,Tentacle Feet,,Rainbow,Excited Claude,Orange,,Increase power in percentage for each dinosaur character in the team,,421,162,1,17,2/2,52,3/3,,
163,0x6bE54356820F8A85CE2FEFbf94e6C1C7eC2c4eEb,Bill Duck,260,Antler Straw Hat,Hippie Vest,Hippie Pants,Rock Shades,Heart,Pink Bill Duck,Grey,,,,,,,,,,,,
164,0xaE245cAb725cebB2CcFEb996718e63c7b98E5d1B,Claude,210,Dreadlocks,,Hip-Hop Sneakers,Awe-inspiring,Stubble,,Bluish Grey,,Increase Coins earned from Guardian Scene in percentage,Increase Coins earned from Story Mode in percentage,328,164,1,20,3/3,76,0/3,,
165,0xa4E775d7963aC8c3b3F3f2AD53a3a830582e6008,Claude,136,Boxing Helmet,,Blue Shorts,Dali-style beard,Rainbow,,Bluish Grey,,,,,,,,,,,,
166,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,441,Martin's Antenna,Colorful Top,Colorful Pants,Golden Beard,Upper Eye Lashes,Sky Pop,Grey,,,,,,,,,,,,
167,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,332,Wide-mouth Kraken,Tentacle Skirt,Tentacle Feet,Dali-style beard,Rainbow,Simplex Claude,Grey,,Increase win rate in all game modes in percentage,Increase power in percentage if all characters in the team are different,613,167,1,28,4/4,100,3/3,,
168,0xf65D928d8c143e49096CF666095A2BE54BD431eb,Ashe,264,,Bee Top,Bee Bottom,Flower Hairpin,Shy Face,Gentle Ashe,Orange,,,,,,,,,,,,
169,0x37556464D037536a0603FC824073D34E9893c880,Bill Duck,146,Antler Straw Hat,,Exclusive Boots,,Heart,,Orange,,,,,,,,,,,,
170,0x3AE10b9887de039D6BA5D27eA92219D222176CE4,Bill Duck,142,,,Exclusive Boots,Rock Shades,,,Grey,,,,,,,,,,,,
171,0x3E7C3402cD14Bd4cC085f3FA5e3c8Ee696a5aC59,Pop,146,,Colorful Top,Purple Slipper,Sleeping Eye Mask,Upper Eye Lashes,,Orange,,,,,,,,,,,,
172,0xfdc4569ad089110292713fCE630A9C12652Bd0D4,Bill Duck,456,Parrot Tricorne,Captain's Uniform,Hippie Pants,Captain's Beard,Tattoo,Ocean Bill Duck,Orange,,,,,,,,,,,,
173,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,270,Dreadlocks,Hip Hop Jacket,,Awe-inspiring,Stubble,Simplex Claude,Bluish Grey,,Increase win rate in Frigid Scene in percentage,Increase Coins earned from Frigid Scene in percentage,512,173,1,30,3/3,76,3/3,,
174,0xfC63e1b6512981A4621CC675E007339Bb38f4B4b,Claude,581,Wide-mouth Kraken,Tentacle Skirt,Tentacle Feet,Awe-inspiring,Rainbow,,Grey,,Increase Coins earned from Ancient Scene in percentage,Increase the probability of getting treasure chests in percentage,407,174,1,24,4/4,88,3/3,,
175,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,444,Viking Helmet,Viking Armor,Viking Boots,Cardboard mask,Facial Design,Noble Patty,Bluish Grey,,Increase win rate in Story Mode in percentage,Increase Coins earned from Sweet Scene in percentage,456,175,1,29,2/3,40,,,
176,0xcB305e31d605dF759728c7C431fefc6E94E14710,Pop,372,Dome with Diamond,Gold Glitter,Striped Pants,Golden Beard,Lower Eye Lashes,Desert Pop,Orange,,,,,,,,,,,,
177,0x6C06B7c6C5f43b1e44a7DC3496c55a01132E8552,Patty,114,,Viking Armor,Yellow Slipper,,Lightning,,Bluish Grey,,,,,,,,,,,,
178,0x3E7C3402cD14Bd4cC085f3FA5e3c8Ee696a5aC59,Patty,240,Cow Horn Tiara,Viking Armor,Viking Boots,Goatee,,,Grey,,,,,,,,,,,,
179,0x8EB16FB9c20D9aA8d2B0379FFF4767FD8814765c,Claude,98,,Belt,Blue Shorts,Dali-style beard,Rainbow,,Bluish Grey,,,,,,,,,,,,
180,0x5688969aD44310d800dd93feec3a7842B5DA16dd,Pop,102,,Shell Necklace,,Sleeping Eye Mask,Lower Eye Lashes,Sky Pop,Orange,,,,,,,,,,,,
181,0x8EB16FB9c20D9aA8d2B0379FFF4767FD8814765c,Claude,150,Wide-mouth Kraken,,,Dali-style beard,Stubble,Excited Claude,Blue,,,,,,,,,,,,
182,0xc2B9D4a6d91948456778CfA1Cdc3E951E7DAE2F6,Ashe,240,,Bee Top,Bee Bottom,Heart Glasses,Shy Face,Intellectual Ashe,Orange,,,,,,,,,,,,
183,0x82830fD4285201f78FE2b3704A32B3E4a6cBF890,Ashe,483,Bee Tentacles,Bee Top,Bee Bottom,Flower Hairpin,Arrow Face,Gentle Ashe,Grey,,,,,,,,,,,,
184,0x3E7C3402cD14Bd4cC085f3FA5e3c8Ee696a5aC59,Bill Duck,216,,Hippie Vest,Hippie Pants,,Tattoo,Ocean Bill Duck,Bluish Grey,,,,,,,,,,,,
185,0xB0E0eD4E68aCD4514b226155298DdbB0878d1780,Pop,393,Martin's Antenna,Colorful Top,Colorful Pants,Sleeping Eye Mask,,Desert Pop,Blue,,,,,,,,,,,,
186,0x49C233D25768E462F0474390F653BAF40DD592b2,Bill Duck,132,,Captain's Uniform,,,,Evil Bill Duck,Grey,,,,,,,,,,,,
187,0x9E6C393177534488A0A60c5d36FAB538aE155561,Ashe,456,Bee Tentacles,Bee Top,Bee Bottom,Flower Hairpin,Shy Face,Optimistic Ashe,Orange,,,,361,187,1,9,3/3,64,0/3,,
188,0x49C233D25768E462F0474390F653BAF40DD592b2,Pop,142,,,Striped Pants,Golden Beard,,Sky Pop,Bluish Grey,,,,,,,,,,,,
189,0xf581E5c88264B749233c23f6cc1c474A7fA29679,Claude,84,,,Blue Shorts,Dali-style beard,Rainbow,Excited Claude,Blue,,,,,,,,,,,,
190,0xacd506CD8D662ecE532363c7400B13fBdad5eFa1,Claude,318,Devil's Horn,Tentacle Skirt,Tentacle Feet,Awe-inspiring,Stubble,Simplex Claude,Blue,,,,,,,,,,,,
191,0xacd506CD8D662ecE532363c7400B13fBdad5eFa1,Ashe,124,,Bee Top,Red Shorts,,,Optimistic Ashe,Orange,,,,,,,,,,,,
192,0x9cf34EDa5a85099B4E596a1ECE29D3E6dd330372,Pop,210,Martin's Antenna,Colorful Top,Purple Slipper,,,Desert Pop,Grey,,Increase match revenue in percentage for each fish character in the team,,299,192,1,11,3/3,82,3/3,,
193,0x73B59649dc79CAd67722006218bBe3B54f441833,Patty,86,,Carton,Yellow Shorts,,Lightning,,Orange,,,,,,,,,,,,
194,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Claude,357,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,,Rainbow,Excited Claude,Orange,,,,292,194,1,1,3/3,100,3/3,,
195,0xcB305e31d605dF759728c7C431fefc6E94E14710,Pop,114,,Striped Top,,Sleeping Eye Mask,Lower Eye Lashes,,Blue,,,,,,,,,,,,
196,0x71E1E55f31867a6F1be5B21B3f99104B72D9355F,Patty,256,Cow Horn Tiara,Viking Armor,Viking Boots,Goatee,Lightning,,Blue,,Increase Coins earned from Team Mode in percentage,Increase experience value at the end of the match in percentage,489,196,1,23,3/3,88,,,
197,0xacd506CD8D662ecE532363c7400B13fBdad5eFa1,Patty,254,,Viking Armor,Viking Boots,Goatee,,Lava Patty,Orange,,,,,,,,,,,,
198,0x89FD6391DED01589bCD6650643ea2513D26D7C03,Pop,352,Dome with Diamond,Gold Glitter,Striped Pants,Golden Beard,Lower Eye Lashes,Organic Pop,Bluish Grey,,,,,,,,,,,,
199,0x37556464D037536a0603FC824073D34E9893c880,Claude,402,Dreadlocks,Hip Hop Jacket,Hip-Hop Sneakers,Dali-style beard,Stubble,Forgiving Claude,Blue,,,,,,,,,,,,
200,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Pop,284,Nightcap,Colorful Top,Colorful Pants,Golden Beard,Upper Eye Lashes,Organic Pop,Orange,,Decrease Coins used for upgrading in percentage,Increase win rate in Joyous Scene in percentage,688,200,2,30,3/3,34,0/3,,
201,0x241F4AF7510777786991Bb90d6A76130bcDE23c0,Patty,152,,Carton,,Goatee,Lightning,Gloomy Patty,Bluish Grey,,,,,,,,,,,,
202,0x5De990dAA69673DA7Fe309e6Dc27a93fE8CD0f0C,Pop,140,,Striped Top,Purple Slipper,,Lower Eye Lashes,Sky Pop,Orange,,,,,,,,,,,,
203,0x0aC05bBdac0c96d704e5a591FBF870BCCBd6F396,Patty,122,,Star Backpack,Viking Boots,,Lightning,Gloomy Patty,Blue,,,,,,,,,,,,
204,0x0aC05bBdac0c96d704e5a591FBF870BCCBd6F396,Ashe,146,Lantern Fish Hood,,,,Arrow Face,Intellectual Ashe,Grey,,,,,,,,,,,,
205,0x37556464D037536a0603FC824073D34E9893c880,Pop,150,,Shell Necklace,Striped Pants,,Lower Eye Lashes,Desert Pop,Grey,,,,,,,,,,,,
206,0x700cd69fA3B03646ECfA7C5AD8a380f2E91fc80d,Patty,84,Grass,Carton,,,,Gloomy Patty,Bluish Grey,,,,,,,,,,,,
207,0x37556464D037536a0603FC824073D34E9893c880,Patty,244,Viking Helmet,Viking Armor,,Cardboard mask,Facial Design,Noble Patty,Blue,,,,,,,,,,,,
208,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Patty,507,Viking Helmet,Viking Armor,Viking Boots,Goatee,Lightning,Lava Patty,Orange,,Increase power in percentage for each dinosaur character in the team,Increase win rate in Multiple-player matches in percentage,582,208,2,30,3/3,88,3/3,,
209,0xf89AD1AF3506a47F08672dEf43191B291dF18677,Patty,138,Skeleton Kerchief,,,Cardboard mask,,,Bluish Grey,,,,,,,,,,,,
210,0xaA812d48fd2171089211deb4a22E84Bf44A2926D,Patty,342,Viking Helmet,Viking Armor,Leather Boots,Goatee,Facial Design,,Bluish Grey,,,,,,,,,,,,
211,0xcBA88D6B22ca6C7aDCFd42a8D7158BaD1BaA9fE7,Pop,318,Martin's Antenna,Colorful Top,Colorful Pants,,,Sky Pop,Grey,,,,,,,,,,,,
212,0xaE245cAb725cebB2CcFEb996718e63c7b98E5d1B,Bill Duck,468,Hippie Helmet,Hippie Vest,Hippie Pants,Captain's Beard,,Pink Bill Duck,Grey,,Increase win rate in Story Mode in percentage,Increase win rate in Casual Mode in percentage,644,212,1,30,3/3,58,3/3,,
213,0x8e2a1fe183FB512c8a27A2f57BF4A6F6B0334759,Claude,134,Devil's Horn,Belt,Blue Sneaker,,,Simplex Claude,Blue,,,,,,,,,,,,
214,0x37556464D037536a0603FC824073D34E9893c880,Ashe,150,,Fish Bikini,Red Sneaker,,Arrow Face,Optimistic Ashe,Grey,,,,,,,,,,,,
215,0x8e2a1fe183FB512c8a27A2f57BF4A6F6B0334759,Pop,316,Martin's Antenna,Gold Glitter,Striped Pants,Golden Beard,,Organic Pop,Grey,,,,,,,,,,,,
216,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Ashe,462,Bee Tentacles,Bee Top,Bee Bottom,Heart Glasses,Shy Face,Gentle Ashe,Grey,,Increase power in percentage for each fish character in the team,Increase power in percentage for each fish character in the team,546,216,1,30,3/3,52,3/3,,
217,0xacd506CD8D662ecE532363c7400B13fBdad5eFa1,Bill Duck,60,,Shell Necklace,Purple Pnats,,,,Bluish Grey,,,,,,,,,,,,
218,0xca0Ca563a47B9041429E002f10f03F2eE04Ab64F,Pop,441,Martin's Antenna,Colorful Top,Colorful Pants,Golden Beard,Lower Eye Lashes,Sky Pop,Blue,,Increase win rate in Story Mode in percentage,Increase win rate in Sweet Scene in percentage,493,218,1,21,3/3,40,3/3,,
219,0x770b35F11435e4CE4956d71C50fa7e0643342Fc8,Patty,214,Grass,Viking Armor,Viking Boots,Cardboard mask,,Lava Patty,Grey,,,,,,,,,,,,
220,0x770b35F11435e4CE4956d71C50fa7e0643342Fc8,Patty,208,Viking Helmet,Star Backpack,Viking Boots,,Lightning,Lava Patty,Grey,,,,,,,,,,,,
221,0xA6666ADc6ff79e771251d2C4ecEFa34c2541bBCA,Pop,130,Martin's Antenna,,,,,Desert Pop,Orange,,Increase Coins earned from Knock-out Mode in percentage,Increase power in percentage for each duck character in the team,561,221,1,26,2/2,76,3/3,,
222,0xa998f315306c18fBD301d0f21a0C28780C6ADc7f,Ashe,132,Red Boxing Helmet,Bib,,,Shy Face,,Orange,,Increase Coins earned from Ancient Scene in percentage,Increase win rate in Casual Mode in percentage,461,222,1,28,2/2,82,3/3,,
223,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Bill Duck,130,Quiff,,Purple Pnats,,Heart,Evil Bill Duck,Grey,,Increase Coins earned from Guardian Scene in percentage,Increase basic power in value,593,223,1,30,2/2,88,0/3,,
224,0xc6de33F747CE9dc5F2B8137532f38405E656F697,Bill Duck,144,,Hippie Vest,Hippie Pants,,,Evil Bill Duck,Blue,,Increase win rate in Joyous Scene in percentage,,461,224,1,16,2/2,64,0/3,,
225,0xb91C5Eaa25029a07d2c90f18678c95e5Fb539E0A,Pop,292,Martin's Antenna,Colorful Top,Treasure Boots,Golden Beard,Upper Eye Lashes,,Bluish Grey,,,,,,,,,,,,
226,0x001Ec98297782a5F98a6134324A8a71Fa0EDa9C1,Claude,260,Wide-mouth Kraken,Hip Hop Jacket,Hip-Hop Sneakers,,,Forgiving Claude,Orange,,Increase win rate in Ancient Scene in percentage,Increase power in percentage for each fish character in the team,590,226,1,30,3/3,88,0/3,,
227,0x287FEb1d43cd05A3121e1823941f8b4Acd2a6A54,Bill Duck,549,Hippie Helmet,Hippie Vest,Hippie Pants,Captain's Beard,Tattoo,Pink Bill Duck,Orange,,,,,,,,,,,,
228,0xAc72e237AA802317169798a7cEA2421d3Ad9cE69,Claude,286,Dreadlocks,Hip Hop Jacket,Tentacle Feet,Awe-inspiring,,,Orange,,,,,,,,,,,,
229,0x6f86613493E65B9529FeFb57F5C7D6962874dCd0,Patty,122,,,,Goatee,Lightning,Gloomy Patty,Blue,,,,,,,,,,,,
230,0x6f86613493E65B9529FeFb57F5C7D6962874dCd0,Pop,144,Martin's Antenna,Shell Necklace,Purple Slipper,,,Sky Pop,Blue,,,,,,,,,,,,
231,0x246DA546bDe79303D80Db82D742054b31f6Ab17e,Patty,326,Viking Helmet,Viking Armor,Yellow Slipper,Goatee,Facial Design,Noble Patty,Bluish Grey,,,,,,,,,,,,
232,0xAc72e237AA802317169798a7cEA2421d3Ad9cE69,Patty,128,Cow Horn Tiara,Carton,Yellow Slipper,Cardboard mask,,Gloomy Patty,Blue,,,,,,,,,,,,
233,0xAdf533c1c6f90EeB8E567b6D1756A47Af920fe7B,Ashe,208,Flower,Bee Top,Bee Bottom,,Shy Face,Intellectual Ashe,Bluish Grey,,,,,,,,,,,,
234,0x92973b32e4cb55D3c37eF5Aeaa0F27E21b29e990,Bill Duck,492,Hippie Helmet,Hippie Vest,Hippie Pants,Captain's Beard,Heart,Pink Bill Duck,Grey,,,,,,,,,,,,
235,0x67B72FE042fF43D23D815F0b7D6448C6E7f82FEC,Patty,98,,,Yellow Shorts,,Facial Design,Lava Patty,Bluish Grey,,,,,,,,,,,,
236,0x6429ED9cF00eB23265FAB09e8F1366540Ad92192,Pop,144,Nightcap,Shell Necklace,Purple Slipper,Sleeping Eye Mask,Lower Eye Lashes,Sky Pop,Blue,,,,,,,,,,,,
237,0x8C475EC18E907d9F840375E73dF95F14aF44026A,Bill Duck,426,Quiff,Captain's Uniform,Exclusive Boots,Captain's Beard,Tattoo,Pink Bill Duck,Grey,,,,,,,,,,,,
238,0x748a306F4A3154ef559647Af676df00897092032,Ashe,144,Red Boxing Helmet,Bib,Red Sneaker,,,Optimistic Ashe,Blue,,,,,,,,,,,,
239,0xbb106B29880A6b0C7E81385934473851EB6f3BCb,Bill Duck,98,Antler Straw Hat,,,,Heart,Ocean Bill Duck,Grey,,,,,,,,,,,,
240,0x4C66cA5d71BAe9DD10Af47EFE8c40ffE85341a19,Claude,126,Dreadlocks,,,,Stubble,Forgiving Claude,Grey,,,,,,,,,,,,
241,0xB440949D362FB8cD1c3875a1adbFBE0734DE9936,Pop,369,Martin's Antenna,Colorful Top,Colorful Pants,,Lower Eye Lashes,Organic Pop,Grey,,,,,,,,,,,,
242,0xc2fB41C443CDB326445e1901Af568866C33cBb25,Pop,384,Martin's Antenna,Colorful Top,Colorful Pants,,Lower Eye Lashes,Organic Pop,Orange,,,,,,,,,,,,
243,0x14457Fd7dAC6bf24608eCc28d639198b13299F34,Ashe,309,Bee Tentacles,Bee Top,Bee Bottom,,,,Orange,,,,,,,,,,,,
244,0x3ba4823E9E30C2EF54D6158157ef3a4595e704Bc,Claude,116,Devil's Horn,Belt,,Dali-style beard,,Excited Claude,Orange,,,,,,,,,,,,
245,0x469f608819104Fd103AEc9BFcc8cc0A557e32348,Pop,676,Dome with Diamond,Gold Glitter,Treasure Boots,Golden Beard,Upper Eye Lashes,Desert Pop,Orange,,,,,,,,,,,,
246,0xB13bC49ed267166FFBf6cC3BCC24691Af12c2730,Bill Duck,148,Hippie Helmet,,Red slippers,,Heart,Pink Bill Duck,Grey,,,,,,,,,,,,
247,0x50bfADB311a866afc658051A71ebF626D839aE68,Ashe,150,,Bib,Bee Bottom,,Arrow Face,Intellectual Ashe,Orange,,,,,,,,,,,,
248,0xdB9Dae431A5192589760c3FDf9Dd47939691EBb8,Bill Duck,124,,Maple Leaf Jacket,,Rock Shades,,Pink Bill Duck,Blue,,,,,,,,,,,,
249,0x212a2843348c69630221f4c45C88fc09353aC254,Ashe,308,Red Boxing Helmet,Bee Top,Bee Bottom,Heart Glasses,Arrow Face,Gentle Ashe,Grey,,,,,,,,,,,,
250,0x9DFe77BCccd3FcA7A4C4af40e1CEb8d7D587e18B,Claude,322,Dreadlocks,Tentacle Skirt,Blue Sneaker,Awe-inspiring,Rainbow,Simplex Claude,Orange,,,,,,,,,,,,
251,0x77E6f0F44747667E5e62F97870Bd8d635Bc5cD39,Bill Duck,280,Parrot Tricorne,Hippie Vest,Hippie Pants,,,Ocean Bill Duck,Blue,,,,,,,,,,,,
