Token ID,Owner Address,Attribute collection,Attribute clan,Attribute tier,Attribute color theme,Attribute emissive theme,Attribute animation,Attribute vfx color,Attribute vfx type,Attribute head,Attribute neck,Attribute body,Attribute tail,Attribute wings,Attribute arms,Attribute legs,Attribute revealed
124,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Aura,Dog Play,Sky Rise,Zero Soul,Epic,Uncommon,Common,Epic,Common,Rare,Common,true
125,0x9BbD44aB4fd4922fE47C29AA4C2332F7AF0cF862,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
126,0x975a311c76A97F3aDB40B399d11D2371314A9563,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Dusk,Dog Play,Magic Hour,Try Soul,Common,Epic,Epic,Common,Clan,Rare,Common,true
127,0x089C23264079D16B8Ad691dD609729dd4A1b19f0,Spirit Guardian Edition 01,Grimbone,Grand Master,Dark Side,Sun Spots,Dog Play,Dusk,Zero Soul,Clan,Common,Common,Uncommon,Common,Uncommon,Clan,true
128,0x9A43BA922Ea25b3615498DB0F32871229ba19912,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Aura,Dog Play,Sky Rise,Zero Soul,Common,Rare,Common,Uncommon,Common,Rare,Rare,true
129,0x6A3CFC0A08686D14C36Da1A81845d7a2E8c83a54,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Mime Burst,Yultide Up,Dog Play,Lite Lime,Try Soul,Common,Epic,Rare,Common,Epic,Common,Uncommon,true
130,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Gem Stone,Dog Play,Scared Forest,Zero Soul,Uncommon,Uncommon,Common,Rare,Common,Common,Rare,true
131,0xCfED177AD62D826C7314688a7c1071d1A7548191,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
132,0xe821C24C79A31cF42Bcc4E3Cb92Cbf0C2E6DF6cf,Spirit Guardian Edition 01,Grimbone,Master,Sun Rise,Dusk,Dog Play,Dusk,Self Aura,Uncommon,Common,Common,Clan,Common,Common,Common,true
133,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Yultide Up,Dog Play,Sky View,Try Soul,Clan,Common,Rare,Rare,Common,Common,Rare,true
134,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Astral,Dog Play,Emerald,Try Soul,Rare,Common,Rare,Common,Common,Common,Common,true
135,0xf4ed27AbE9dde62f7cF7c910B0419A007eb58977,Spirit Guardian Edition 01,Grimbone,Master,Sun Rise,Faded,Dragon Roar,Aura Green,Zero Soul,Common,Rare,Uncommon,Rare,Rare,Rare,Rare,true
136,0xE0c18c32f0838D9C295D9Cff433f2eFF9DEaCC2c,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
137,0x0d38213f35178f4671ddB7012025DEE7e1E3aa6a,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Dusk,Dog Play,Dirty Yellow,Zero Soul,Common,Uncommon,Rare,Uncommon,Common,Common,Uncommon,true
138,0x0FB4b68aECD90672FDA1fB81EC5441900DB92D5b,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Sun Up,Try Soul,Rare,Uncommon,Rare,Common,Uncommon,Common,Rare,true
139,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Ice Light,Self Aura,Common,Rare,Epic,Rare,Common,Rare,Common,true
140,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Dark Side,Blue Blaze,Dog Play,Aura Green,Zero Soul,Clan,Uncommon,Rare,Rare,Uncommon,Uncommon,Common,true
141,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elegance,Aura,Dog Play,Royal Gem,Zero Soul,Clan,Common,Common,Common,Uncommon,Common,Common,true
142,0x5CBE7fbB6f7fe9b4206ca16Aa33B5E43874a0776,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
143,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dragon Roar,Sun Up,Zero Soul,Common,Uncommon,Uncommon,Common,Epic,Rare,Common,true
144,0x4921408Ae6aB31c20c5E5d77E1Ed04671f8E7Fa6,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Faded,Dragon Roar,Magic Hour,Self Aura,Uncommon,Epic,Epic,Epic,Common,Uncommon,Common,true
145,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Aquamarine Chill,Dog Play,Sun Up,Self Aura,Common,Epic,Epic,Clan,Rare,Uncommon,Clan,true
146,0x53156BA1B89462354248b0ccEb94A269FBc5bce4,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Hot Orange,Dog Play,Aura Green,Zero Soul,Rare,Common,Common,Rare,Common,Common,Rare,true
147,0x2877C70924683864df37fAeF95ec15026ec86fDb,Spirit Guardian Edition 01,Emerald Hand,Master,Emerald Palace,Gem Stone,Dog Play,Burst Blue,Zero Soul,Uncommon,Common,Clan,Common,Common,Common,Clan,true
148,0x8B32A9Fcd17D5aBb79B847ED06F6a54E494d45A8,Spirit Guardian Edition 01,Emerald Hand,Master,Elegance,Aura,Dog Play,Sky Rise,Zero Soul,Uncommon,Common,Uncommon,Rare,Common,Rare,Uncommon,true
149,0x8198CB96104590f6fEe10673D39CC21a9f058a7B,Spirit Guardian Edition 01,BubbleGum Violence,,,,,,,,,,,,,,false
150,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Dark Side,Blue Blaze,Dog Play,Magic Hour,Zero Soul,Common,Common,Rare,Rare,Clan,Common,Common,true
151,0x3024a21d197F4508Bf0Edb833660F952c5423625,Spirit Guardian Edition 01,Grimbone,Officer,Sun Rise,Sun Spots,Dog Play,Dusk,Zero Soul,Rare,Rare,Uncommon,Common,Common,Epic,Uncommon,true
152,0xe7258483BD47B0DB23ce543de8895C198AeB59d3,Spirit Guardian Edition 01,Bubblegum Violence,Grand Master,Harlequin Tonic,Yultide Up,Dragon Roar,Sun Up,Zero Soul,Common,Common,Common,Common,Epic,Common,Rare,true
153,0xba98d38b3C0306CE9B6d95B22ccE420BA09364e3,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Aura,Dog Play,Sky Rise,Try Soul,Common,Uncommon,Rare,Uncommon,Uncommon,Common,Uncommon,true
154,0xB555FaD92c4c18d46be8660AF7cba7A33d00FE4a,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Aura,Dragon Roar,Royal Gem,Try Soul,Common,Uncommon,Rare,Clan,Common,Common,Rare,true
155,0x445ba6F9f553872Fa9cDC14F5c0639365b39C140,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Sun Spots,Dog Play,Noon Sun,Try Soul,Uncommon,Epic,Common,Rare,Common,Uncommon,Uncommon,true
156,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Yultide Up,Dog Play,Sky View,Zero Soul,Common,Uncommon,Epic,Common,Common,Rare,Common,true
157,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Prism,Dog Play,Scared Forest,Try Soul,Common,Rare,Rare,Common,Uncommon,Rare,Uncommon,true
158,0x0F7E30A0ACeE0471D711D9742da19bFD0E9F89c7,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Mime Burst,Aquamarine Chill,Dragon Roar,Burst Orange,Zero Soul,Common,Uncommon,Rare,Common,Rare,Uncommon,Rare,true
159,0x6cb401357b1e6959f6843fe8e774Ee315c53188E,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dragon Roar,Magic Hour,Zero Soul,Uncommon,Clan,Rare,Common,Common,Common,Common,true
160,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Lolita Jam,Dog Play,Ice Light,Self Aura,Uncommon,Uncommon,Uncommon,Rare,Common,Common,Common,true
161,0x3E2Bd77CE1c036EE491fb179c5D9364888d6610A,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
162,0x88847cCA3EF2563cFf80D0Bf8B4C8E2e3A31b002,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
163,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Dusk,Dog Play,Dusk,Try Soul,Uncommon,Common,Common,Rare,Common,Rare,Common,true
164,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Elite,Dragon Roar,Scared Forest,Self Aura,Common,Common,Rare,Common,Common,Uncommon,Uncommon,true
165,0x557C79142136dA5857D7fba94b6A56CAC2B7B061,Spirit Guardian Edition 01,Bubblegum Violence,Master,Harlequin Tonic,Yultide Up,Dragon Roar,Lite Lime,Try Soul,Uncommon,Common,Uncommon,Uncommon,Common,Rare,Uncommon,true
166,0xf56D6Ea95FAD5d9E3037c4221CAafEBD1001942e,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Gem Stone,Dog Play,Emerald,Try Soul,Rare,Common,Uncommon,Common,Common,Common,Common,true
167,0x4B18CEBEB9797Ea594b5977109cc07b21c37E8c3,Spirit Guardian Edition 01,Grimbone,Runner,Dark Side,Sun Spots,Dog Play,Noon Sun,Zero Soul,Rare,Common,Uncommon,Uncommon,Common,Rare,Uncommon,true
168,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Saphire Star,Dog Play,Sun Up,Zero Soul,Common,Common,Rare,Common,Common,Clan,Common,true
169,0x2f79F96269Dee4c43b62481270362b7970ef616d,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Sun Spots,Dragon Roar,Noon Sun,Try Soul,Rare,Rare,Rare,Common,Uncommon,Common,Rare,true
170,0xb0B0C03F142a68Ad02Fa52b3b70c7abDB706a433,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Mime Burst,Ruby Cherry,Dog Play,Sun Up,Zero Soul,Common,Common,Rare,Rare,Rare,Uncommon,Common,true
171,0xD3dbCE32839A0c319f6C5553678017a90Dc227D8,Spirit Guardian Edition 01,Emerald Hand,Officer,Elegance,Aura,Dog Play,Royal Gem,Zero Soul,Uncommon,Uncommon,Epic,Epic,Common,Epic,Common,true
172,0xef4D35812dBd1D679432d12976e7346679FCfbf6,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Yultide Up,Dragon Roar,Sun Up,Zero Soul,Rare,Uncommon,Uncommon,Common,Common,Common,Uncommon,true
173,0xdf16C8582983c27d8A61C7edeA7f47744C2a5251,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
174,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Dusk,Dog Play,Dusk,Try Soul,Uncommon,Uncommon,Common,Common,Uncommon,Epic,Rare,true
175,0x4AB5DAbf750Ef7A4a64415b65c38eaCD636A7Df0,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dragon Roar,Hazy Blaze,Try Soul,Common,Common,Uncommon,Common,Common,Common,Rare,true
176,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Astral,Dog Play,Soul Yellow,Try Soul,Epic,Common,Common,Common,Common,Uncommon,Clan,true
177,0x1A18e2Eb5D13cdABc5b4A54D9ed4930C20564925,Spirit Guardian Edition 01,Bubblegum Violence,Master,Tumblers Mule,Saphire Star,Dog Play,Burst Orange,Self Aura,Common,Uncommon,Uncommon,Common,Uncommon,Common,Common,true
178,0x2ddaC8CbBDA0AeEB4862848b9eda3aBedF09fC16,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dog Play,Magic Hour,Zero Soul,Common,Common,Rare,Common,Common,Rare,Rare,true
179,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Aquamarine Chill,Dog Play,Sun Up,Zero Soul,Common,Epic,Common,Common,Common,Common,Uncommon,true
180,0x0Cde0336e72B81252A0b996c8f131749312ceeA6,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Aura,Dog Play,Solar,Try Soul,Common,Uncommon,Common,Common,Common,Rare,Uncommon,true
181,0xfA021EbcAA25e26D2815B79b7dA2F2DCA16223Ed,Spirit Guardian Edition 01,Grimbone,Officer,Sun Rise,Sun Spots,Dog Play,Magic Hour,Self Aura,Uncommon,Common,Clan,Common,Rare,Uncommon,Common,true
182,0xcC42D7aCA458c79e826570c277c37d4AC1B91874,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Emerald Palace,Elite,Dragon Roar,Emerald,Try Soul,Common,Uncommon,Rare,Rare,Common,Uncommon,Common,true
183,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dog Play,Lite Lime,Try Soul,Uncommon,Common,Common,Common,Rare,Epic,Uncommon,true
184,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Hot Orange,Dragon Roar,Magic Hour,Try Soul,Common,Uncommon,Uncommon,Common,Uncommon,Uncommon,Uncommon,true
185,0x63d6E98A1eAD018E9Dfe786B23E358ddB951d4a3,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Sky View,Try Soul,Rare,Uncommon,Rare,Uncommon,Epic,Common,Common,true
186,0xb3eD81049e2361b926cA54C3114E53b4a773E41e,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Elite,Dog Play,Solar,Try Soul,Common,Common,Epic,Common,Common,Rare,Uncommon,true
187,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Mime Burst,Yultide Up,Dog Play,Burst Orange,Zero Soul,Common,Common,Common,Uncommon,Uncommon,Uncommon,Common,true
188,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Blue Blaze,Dog Play,Aura Green,Try Soul,Uncommon,Common,Common,Common,Common,Rare,Common,true
189,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elegance,Elite,Dragon Roar,Sky Rise,Try Soul,Uncommon,Common,Common,Common,Common,Uncommon,Common,true
190,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Royal Gem,Self Aura,Common,Common,Uncommon,Uncommon,Rare,Epic,Common,true
191,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Yultide Up,Dog Play,Sun Up,Try Soul,Common,Common,Uncommon,Epic,Common,Common,Common,true
192,0x0CCB011cbf433E7bc339D1F6D9e5B224d24416FA,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Blue Blaze,Dragon Roar,Magic Hour,Self Aura,Uncommon,Common,Uncommon,Rare,Common,Common,Rare,true
193,0x9b2bEfdF2e42d1C961b48Ffb6f65F650E532fa7B,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
194,0x198f926Dd07C21ed20c437Ad3F6c9eC038b574aC,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Saphire Star,Dog Play,Sky View,Try Soul,Uncommon,Common,Common,Common,Epic,Uncommon,Common,true
195,0x58B49d4C7854ecaa878477d66292eAF0fc8E3558,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Sun Spots,Dog Play,Hazy Blaze,Self Aura,Common,Uncommon,Common,Common,Epic,Uncommon,Common,true
196,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Hot Orange,Dragon Roar,Dirty Yellow,Try Soul,Rare,Uncommon,Uncommon,Common,Uncommon,Common,Epic,true
197,0x5Aa25E9b81b7c96810a12c2a6009E70d82Bcaa44,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Ruby Cherry,Dog Play,Ice Light,Zero Soul,Clan,Uncommon,Epic,Uncommon,Clan,Rare,Common,true
198,0x430241a08Fd13DDb74944d529def44934741087f,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Astral,Dog Play,Sky Rise,Try Soul,Uncommon,Common,Rare,Clan,Clan,Uncommon,Common,true
199,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Spirit Guardian Edition 01,Bubblegum Violence,Master,Tumblers Mule,Saphire Star,Dragon Roar,Lite Lime,Zero Soul,Common,Common,Uncommon,Common,Clan,Rare,Common,true
200,0xC92b5E19F4f781f3a72c0A59767b69E71c8DDaCE,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Faded,Dog Play,Dusty Orange,Self Aura,Common,Common,Uncommon,Common,Common,Rare,Epic,true
201,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Elegance,Aura,Dragon Roar,Solar,Try Soul,Epic,Common,Rare,Common,Rare,Uncommon,Rare,true
202,0x25BbdBfeA6D62ea463aBeCA290a794C2cbce5Aa5,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Blue Blaze,Dog Play,Noon Sun,Zero Soul,Common,Common,Common,Rare,Common,Common,Rare,true
203,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Yultide Up,Dog Play,Sky View,Try Soul,Common,Rare,Epic,Epic,Epic,Common,Epic,true
204,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dog Play,Lite Burst,Self Aura,Rare,Rare,Common,Epic,Common,Common,Epic,true
205,0xD29BE4885E53BB300a2fdcC6B4793AEb3ef90da2,Spirit Guardian Edition 01,Grimbone,Officer,Dark Side,Blue Blaze,Dog Play,Dusk,Try Soul,Epic,Common,Common,Epic,Rare,Uncommon,Common,true
206,0x2618204231836BE88F73C0FdEeaFE5D7AA0f2e8E,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Emerald Palace,Elite,Dog Play,Sky Rise,Zero Soul,Common,Uncommon,Epic,Rare,Rare,Common,Uncommon,true
207,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Yultide Up,Dragon Roar,Sun Up,Zero Soul,Epic,Common,Uncommon,Common,Clan,Rare,Common,true
208,0x4eBd0579A893EbEBc406f3Ce55a7D68433f0dcfB,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Faded,Dog Play,Aura Green,Try Soul,Clan,Common,Uncommon,Common,Common,Clan,Common,true
209,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Aquamarine Chill,Dog Play,Lite Lime,Try Soul,Uncommon,Common,Uncommon,Common,Uncommon,Rare,Uncommon,true
210,0x1577983D5AFd1D7eCBaA14F0F4Fe1760d9a04a2a,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
211,0x63Fa12e0EFb656394c6E8CDcc14953CFCFf72714,Spirit Guardian Edition 01,Bubblegum Violence,Grand Master,Harlequin Tonic,Lolita Jam,Dog Play,Sky View,Self Aura,Uncommon,Epic,Common,Epic,Common,Uncommon,Epic,true
212,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elegance,Aura,Dog Play,Royal Gem,Self Aura,Common,Uncommon,Common,Epic,Uncommon,Common,Common,true
213,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Dusk,Dog Play,Dusk,Zero Soul,Rare,Uncommon,Clan,Common,Uncommon,Common,Clan,true
214,0xF279e5211fDe9E6C478F5Af760cc6Fb2357E8822,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Lolita Jam,Dog Play,Sun Up,Zero Soul,Epic,Common,Common,Common,Common,Common,Uncommon,true
215,0x0E120a4A2743A2cb2A8c63D6d25F9994235Bc3fb,Spirit Guardian Edition 01,Emerald Hand,Officer,Emerald Palace,Elite,Dragon Roar,Scared Forest,Try Soul,Clan,Rare,Common,Uncommon,Common,Clan,Clan,true
216,0x072C37Fc04E6c5FE6C1C75741cD0585bb4e45Ced,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Dusk,Dragon Roar,Dusk,Try Soul,Common,Rare,Common,Common,Rare,Uncommon,Common,true
217,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Lolita Jam,Dog Play,Burst Orange,Zero Soul,Uncommon,Common,Common,Common,Rare,Common,Epic,true
218,0xD8259b29A141e37c98E76628Ee4297Efa716A9C7,Spirit Guardian Edition 01,Emerald Hand,Officer,Emerald Palace,Elite,Dragon Roar,Emerald,Try Soul,Rare,Uncommon,Common,Common,Epic,Common,Uncommon,true
219,0xa7fB2FCB1E0ABF26BD516c0880D35f3DCF58D98f,Spirit Guardian Edition 01,Grimbone,Runner,Sun Rise,Dusk,Dog Play,Dirty Yellow,Self Aura,Common,Common,Uncommon,Uncommon,Uncommon,Common,Common,true
220,0xa71B214771d9aCC6249d374bb6A9127DEA1fa122,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
221,0xaD306c6281698951F14C2b2012e7dfa1DB569893,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Harlequin Tonic,Saphire Star,Dragon Roar,Sky View,Zero Soul,Epic,Clan,Uncommon,Common,Uncommon,Common,Clan,true
222,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Grimbone,Adept,Scorched Earth,Sun Spots,Dog Play,Magic Hour,Zero Soul,Common,Common,Common,Uncommon,Common,Rare,Uncommon,true
223,0x95878DDfeB03Bccd5d21Ed7dB0C044200AB33A1c,Spirit Guardian Edition 01,Grimbone,Runner,Scorched Earth,Blue Blaze,Dog Play,Magic Hour,Try Soul,Uncommon,Rare,Common,Uncommon,Common,Common,Epic,true
224,0x7a4012629BD2252483bA575c5C71c02CEc71f884,Spirit Guardian Edition 01,Emerald Hand,,,,,,,,,,,,,,false
225,0xbd47602817295A7f073Cd27963f01f23d4bB1870,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Saphire Star,Dog Play,Ice Light,Zero Soul,Common,Clan,Common,Common,Common,Rare,Common,true
226,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Harlequin Tonic,Saphire Star,Dog Play,Sun Up,Try Soul,Common,Uncommon,Clan,Uncommon,Rare,Common,Common,true
227,0x71D61FD6a370D01753e9798265b0f71D14ED59A4,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
228,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Emerald Palace,Aura,Dog Play,Lite Burst,Zero Soul,Common,Clan,Rare,Epic,Common,Common,Common,true
229,0x7C3821B5DA9004a64d50c056dD2A31d2a22A3b66,Spirit Guardian Edition 01,Emerald Hand,Runner,Elite Corps,Elite,Dog Play,Sky Rise,Zero Soul,Uncommon,Epic,Epic,Epic,Uncommon,Epic,Common,true
230,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Saphire Star,Dog Play,Fuchsia Mix,Zero Soul,Epic,Common,Common,Common,Uncommon,Rare,Uncommon,true
231,0x9Cf5bfa66BbbbD7F0f323b544b0aC6044078b800,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
232,0x052627587c7fEDb75210E3f8f30Ea8e6d6bbaf23,Spirit Guardian Edition 01,Grimbone,Officer,Scorched Earth,Blue Blaze,Dragon Roar,Dusty Orange,Zero Soul,Rare,Uncommon,Common,Common,Rare,Rare,Uncommon,true
233,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Bubblegum Violence,Runner,Tumblers Mule,Saphire Star,Dog Play,Ice Light,Try Soul,Rare,Common,Common,Uncommon,Common,Epic,Rare,true
234,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Adept,Elite Corps,Aura,Dragon Roar,Emerald,Zero Soul,Rare,Common,Common,Common,Common,Common,Common,true
235,0x81F721c2c86Ed240D09a5061b4315A0709522e0A,Spirit Guardian Edition 01,Emerald Hand,Master,Elite Corps,Astral,Dog Play,Royal Gem,Try Soul,Common,Common,Common,Clan,Rare,Epic,Uncommon,true
236,0x2fC0d25cCdc04E6fd21b7793a2a771F20ecF1EC3,Spirit Guardian Edition 01,Grimbone,Adept,Sun Rise,Faded,Dragon Roar,Dusk,Try Soul,Common,Epic,Rare,Common,Common,Epic,Common,true
237,0x745Cd24Da6Aa8e2e343721910bf84aF53a0A6a9D,Spirit Guardian Edition 01,Bubblegum Violence,Officer,Harlequin Tonic,Aquamarine Chill,Dragon Roar,Lite Lime,Self Aura,Clan,Common,Rare,Uncommon,Clan,Common,Common,true
238,0x64220B85356c2E31AA5B2DD79322dbAB63d05f22,Spirit Guardian Edition 01,Grimbone,,,,,,,,,,,,,,false
239,0x7c75Cd07b63e3551CbB003de9bEff1D5790A43dA,Spirit Guardian Edition 01,Emerald Hand,Grand Master,Elegance,Astral,Dog Play,Emerald,Self Aura,Epic,Common,Common,Epic,Epic,Rare,Common,true
240,0xe8856A5A8692Bda560ec4fC512a14297a5d5Fa8A,Spirit Guardian Edition 01,Bubblegum Violence,Adept,Tumblers Mule,Yultide Up,Dog Play,Ice Light,Zero Soul,Uncommon,Common,Common,Common,Common,Common,Uncommon,true
241,0x000000000000000000000000000000000000dEaD,Spirit Guardian Edition 01,Emerald Hand,Runner,Emerald Palace,Aura,Dog Play,Royal Gem,Self Aura,Common,Clan,Common,Rare,Rare,Common,Common,true
242,0x80e22B3af460C83b12bdB0d00dBe41CcB2ef8125,Spirit Guardian Edition 01,Grimbone,Master,Scorched Earth,Faded,Dragon Roar,Aura Green,Try Soul,Uncommon,Common,Clan,Uncommon,Uncommon,Common,Clan,true
