Token ID,Owner Address,Attribute collection,Attribute clan,Attribute revealed,Attribute tier,Attribute appearance,Attribute color theme,Attribute animation,Attribute hair,Attribute hair color,Attribute skin tone,Attribute brow,Attribute brow detail,Attribute face,Attribute face detail,Attribute pupil,Attribute eye color,Attribute accessory,Attribute upper,Attribute lower,Attribute hands
115,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Rare,Ginger,Skin tone 00,Common,00,Clan,01,Common,Blue Blaze,Rare,Common,Common,Common
116,0xFcD29A0cdd8d0f833CE2c4A462C2442D0219b263,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Mime Burst,Dance,Common,Sand X,Skin tone 02,Rare,00,Common,00,Common,Sapphire Star,Rare,Common,Common,Rare
117,0x5a847AbAC100d4393410fB8b72D8472ceD307602,Pilot Edition 01,Emerald Hand,true,Master,Male,Elegance,Scream,Rare,Elegant Green,Skin tone 04,Common,01,Clan,02,Common,Aura,Rare,Rare,Rare,Common
118,0xbc311491524d82456544864c00C31B3b0f558440,Pilot Edition 01,Bubblegum Violence,true,Master,Male,Harlequin Tonic,Dance,Common,Bubblegum Chew,Skin tone 01,Clan,01,Rare,03,Common,Lolita Jam,Common,Common,Common,Clan
119,0xE7bA9aC02e347bd77bB2e07745861f56C41cbA96,Pilot Edition 01,Emerald Hand,true,Officer,Male,Elite Corps,Scream,Common,Dust,Skin tone 00,Common,00,Common,00,Rare,Elite,Rare,Clan,Common,Clan
120,0xe1947bf61124D7eDcbf75208732d9F1B1868593c,Pilot Edition 01,Grimbone,true,Master,Female,Scorched Earth,Bagua,Common,Ginger,Skin tone 04,Rare,00,Common,00,Common,Hot Orange,Common,Common,Common,Common
121,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elegance,Scream,Common,Dust,Skin tone 00,Common,00,Rare,01,Common,Astral,Rare,Common,Clan,Common
122,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Harlequin Tonic,Finger Gun,Rare,Melon Light,Skin tone 02,Common,01,Common,00,Uncommon,Lolita Jam,Rare,Rare,Rare,Rare
123,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Rare,Ginger,Skin tone 02,Common,00,Common,00,Rare,Dusk,Rare,Common,Rare,Common
124,0xbE5AB9B99Ed64204A5bE7658a2777a2107c4C636,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Mime Burst,Dance,Clan,Sky Green,Skin tone 00,Clan,01,Clan,00,Common,Yuletide Up,Rare,Rare,Common,Rare
125,0xe2f5c454932ae879C4B832e1dc97e65Ed53D4D9a,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Clan,Dust,Skin tone 00,Rare,01,Rare,00,Uncommon,Aura,Clan,Common,Common,Rare
126,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Common,Silver,Skin tone 00,Rare,00,Common,00,Uncommon,Blue Blaze,Rare,Common,Common,Common
127,0x22BDeA54729C02308f3a18602778bA779f24c519,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Harlequin Tonic,Finger Gun,Common,Sand X,Skin tone 03,Clan,00,Common,00,Common,Lolita Jam,Clan,Rare,Clan,Rare
128,0xdb92f3dC090F50B74635eFDa838a3e66EdacDeD4,Pilot Edition 01,Emerald Hand,true,Officer,Male,Elite Corps,Scream,Common,Faded Blue,Skin tone 01,Common,00,Clan,02,Common,Gem Stone,Common,Common,Clan,Common
129,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Common,Ginger,Skin tone 03,Rare,00,Common,00,Common,Blue Blaze,Common,Rare,Rare,Common
130,0xc8B51ed85f0e66220c372cde67c06D95Dd0b25Df,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Sky Green,Skin tone 00,Clan,00,Common,00,Common,Lolita Jam,Common,Common,Rare,Clan
131,0xEed6Be9b24B031ebd2c54570e546BEF98B193688,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Clan,Noir,Skin tone 02,Common,00,Common,00,Common,Aura,Common,Rare,Rare,Common
132,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Sun Rise,Bagua,Common,Silver,Skin tone 02,Common,00,Clan,01,Common,Blue Blaze,Clan,Common,Rare,Common
133,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Tumblers Mule,Finger Gun,Common,Sand X,Skin tone 03,Common,01,Rare,04,Uncommon,Lolita Jam,Rare,Rare,Common,Rare
134,0x390caDf1d5604871aE650b4A328eC2Ea740E9b3c,Pilot Edition 01,Grimbone,true,Adept,Female,Dark Side,Bagua,Common,Crimson Locks,Skin tone 01,Common,01,Clan,02,Common,Dusk,Common,Rare,Common,Rare
135,0xCB726Cf119ecE38e8468bD448fA3BA82775a109F,Pilot Edition 01,Emerald Hand,true,Runner,Male,Emerald Palace,Scream,Rare,Elegant Green,Skin tone 04,Rare,00,Common,00,Rare,Astral,Common,Rare,Common,Clan
136,0xF310A4ee79E7BDE6Ad2aAA97ad4A286EA7BfA622,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Clan,Toxic X,Skin tone 03,Rare,01,Rare,03,Common,Yuletide Up,Clan,Clan,Common,Common
137,0xC0fC9bfD335CDe161598070812c3d59E26863518,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Rare,Dark Umber,Skin tone 00,Common,01,Rare,04,Clan,Astral,Common,Common,Common,Common
138,0xba98d38b3C0306CE9B6d95B22ccE420BA09364e3,Pilot Edition 01,Grimbone,true,Master,Female,Scorched Earth,Bagua,Common,Ginger,Skin tone 04,Clan,01,Common,00,Common,Sun Spots,Clan,Common,Clan,Common
139,0xcDcf42b9aC096592d31c22D2Cb2676a0c09F79BB,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Harlequin Tonic,Dance,Rare,Melon Light,Skin tone 03,Common,00,Rare,00,Rare,Sapphire Star,Common,Common,Common,Rare
140,0xd38d2FACcb7A2880e1824e69c06b56E056762358,Pilot Edition 01,Emerald Hand,true,Master,Female,Elite Corps,March,Common,Dust,Skin tone 04,Common,00,Common,00,Common,Astral,Clan,Rare,Common,Clan
141,0x17eF5451Ed7F2b670F62AF8C25602521ABEDa01F,Pilot Edition 01,Grimbone,true,Grand Master,Male,Sun Rise,Powers,Common,Green Means Go,Skin tone 00,Common,00,Common,00,Uncommon,Blue Blaze,Rare,Rare,Rare,Common
142,0x3AEA88c6E18f15c0B5B6A54b04B576F7Dea48F78,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Clan,Sand X,Skin tone 02,Rare,00,Clan,01,Common,Aquamarine Chill,Common,Rare,Rare,Common
143,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Sun Rise,Powers,Common,Ginger,Skin tone 03,Common,01,Common,00,Common,Blue Blaze,Rare,Common,Rare,Rare
144,0x1882480865aBBE53Fd88973C8f79D9DE57102E33,Pilot Edition 01,Emerald Hand,true,Officer,Female,Elite Corps,March,Common,Dark Umber,Skin tone 02,Common,00,Common,00,Common,Astral,Rare,Clan,Common,Common
145,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Dark Side,Powers,Rare,Late Blue,Skin tone 02,Common,01,Common,00,Clan,Dusk,Common,Rare,Common,Clan
146,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Clan,Dust,Skin tone 04,Common,01,Common,00,Uncommon,Elite,Clan,Clan,Clan,Common
147,0x48F0c319eBbF5d42F867f373701B5121Bd323Bb3,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Clan,Toxic X,Skin tone 02,Common,01,Rare,04,Rare,Lolita Jam,Rare,Rare,Rare,Common
148,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Toxic X,Skin tone 02,Common,01,Common,00,Uncommon,Yuletide Up,Common,Rare,Common,Common
149,0x034f21b9Ca1cc35AB6fd16F00D88e166D5B9349E,Pilot Edition 01,Emerald Hand,true,Officer,Female,Emerald Palace,March,Rare,Dust,Skin tone 00,Common,00,Common,00,Uncommon,Gem Stone,Common,Clan,Clan,Rare
150,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Sun Rise,Bagua,Common,Champagne,Skin tone 02,Common,01,Rare,05,Common,Sun Spots,Common,Rare,Rare,Rare
151,0xafC6104127F1C68E05f20CcE085C8c367dF3997d,Pilot Edition 01,Bubblegum Violence,false,,,,,,,,,,,,,,,,,
152,0x778A8452441dD05B42005929CB94038a533d75AD,Pilot Edition 01,Emerald Hand,true,Master,Female,Elite Corps,March,Rare,Noir,Skin tone 01,Rare,00,Rare,01,Common,Elite,Clan,Common,Rare,Common
153,0x6855F40a57866470f7f7E15f50aBeA168AfE69b8,Pilot Edition 01,Grimbone,false,,,,,,,,,,,,,,,,,
154,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Sun Rise,Powers,Common,Void Blue,Skin tone 03,Clan,01,Rare,01,Uncommon,Faded,Rare,Clan,Common,Common
155,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Tumblers Mule,Finger Gun,Rare,Toxic X,Skin tone 03,Rare,01,Common,00,Uncommon,Sapphire Star,Rare,Common,Rare,Common
156,0x49858718feaC437eBbA8051B5c4D9117Ee8f6441,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elegance,March,Clan,Dust,Skin tone 04,Clan,01,Rare,00,Rare,Elite,Common,Common,Common,Rare
157,0x9724afC57A473b96b6b990e2F23D05B925063D67,Pilot Edition 01,Grimbone,true,Officer,Male,Scorched Earth,Powers,Clan,Green Means Go,Skin tone 03,Common,00,Rare,04,Common,Blue Blaze,Rare,Common,Rare,Common
158,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Pilot Edition 01,Emerald Hand,true,Lord,Male,Black and Gold,Scream,Lord,Lord,Skin tone 04,Clan,00,Clan,00,Clan,Lord,Clan,Clan,Clan,Clan
159,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Clan,Sand X,Skin tone 01,Common,01,Common,00,Rare,Sapphire Star,Rare,Rare,Rare,Rare
160,0xcC42D7aCA458c79e826570c277c37d4AC1B91874,Pilot Edition 01,Grimbone,true,Master,Female,Sun Rise,Bagua,Rare,Silver,Skin tone 04,Common,00,Common,00,Common,Sun Spots,Common,Common,Clan,Common
161,0x6f431cc12C94D3Bce9E1F6B5009422dcc3489100,Pilot Edition 01,Emerald Hand,true,Master,Female,Elite Corps,March,Rare,Camo Green,Skin tone 02,Common,01,Clan,02,Common,Gem Stone,Rare,Clan,Clan,Common
162,0xEa22e9B255fb40Db5D54c321B1FA54c267A1bbDE,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Tumblers Mule,Dance,Rare,Electric Ice,Skin tone 03,Rare,00,Common,00,Common,Lolita Jam,Common,Common,Common,Common
163,0xb3eD81049e2361b926cA54C3114E53b4a773E41e,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Rare,Green Means Go,Skin tone 00,Common,00,Rare,00,Common,Dusk,Common,Rare,Rare,Rare
164,0x5454b787eB324A19Ee6b0d95b4182CD4C8aaE5A8,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elite Corps,Scream,Clan,Dark Umber,Skin tone 02,Common,01,Rare,01,Clan,Aura,Common,Rare,Rare,Clan
165,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Common,Bubblegum Chew,Skin tone 02,Clan,01,Rare,00,Common,Sapphire Star,Rare,Common,Common,Rare
166,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Pilot Edition 01,Emerald Hand,true,Grand Master,Male,Elite Corps,Scream,Rare,Noir,Skin tone 02,Rare,00,Common,00,Rare,Gem Stone,Rare,Common,Rare,Common
167,0xA632a552C99dc51d4927f538318C034050059E92,Pilot Edition 01,Grimbone,true,Grand Master,Male,Scorched Earth,Powers,Common,Champagne,Skin tone 02,Common,00,Rare,02,Uncommon,Blue Blaze,Common,Common,Common,Common
168,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Clan,Sand X,Skin tone 04,Common,00,Common,00,Rare,Sapphire Star,Common,Rare,Common,Common
169,0xC0fC9bfD335CDe161598070812c3d59E26863518,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Common,Champagne,Skin tone 04,Common,00,Common,00,Common,Dusk,Rare,Common,Rare,Clan
170,0x5a0294c60b802bC28aDf68739D1CD0dcac736Abc,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Tumblers Mule,Finger Gun,Clan,Bubblegum Chew,Skin tone 04,Common,01,Rare,03,Common,Ruby Cherry,Clan,Rare,Common,Common
171,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Common,Elegant Green,Skin tone 00,Rare,01,Common,00,Common,Gem Stone,Clan,Rare,Common,Rare
172,0x69b6397fc61d5D5Ae2869207b8cCBf5B2D35dEA5,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Tumblers Mule,Dance,Rare,Sky Green,Skin tone 04,Common,00,Rare,05,Clan,Lolita Jam,Common,Common,Rare,Common
173,0xbc311491524d82456544864c00C31B3b0f558440,Pilot Edition 01,Emerald Hand,true,Officer,Male,Elite Corps,Scream,Rare,Dark Umber,Skin tone 04,Common,01,Common,00,Uncommon,Elite,Rare,Common,Rare,Common
174,0xd23472bc79156d6F5cc87A95485bDFAcaAD96571,Pilot Edition 01,Grimbone,true,Master,Male,Scorched Earth,Powers,Common,Silver,Skin tone 02,Rare,00,Common,00,Uncommon,Dusk,Common,Common,Common,Common
175,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Male,Emerald Palace,Scream,Clan,Elegant Green,Skin tone 01,Common,00,Common,00,Rare,Astral,Common,Common,Common,Common
176,0x1246234Fc14D1Cf13c6FcEd62149a239df115167,Pilot Edition 01,Grimbone,true,Runner,Male,Sun Rise,Powers,Rare,Silver,Skin tone 03,Common,01,Common,00,Common,Blue Blaze,Common,Clan,Common,Rare
177,0x02910F77360360aE9d810f96413a394CD3D1F05b,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Clan,Jolt Lime,Skin tone 03,Common,00,Clan,01,Uncommon,Sapphire Star,Common,Clan,Common,Common
178,0x80E5DfEA75c9d0727F91412d9f1F23342a67aE9E,Pilot Edition 01,Emerald Hand,true,Grand Master,Female,Elite Corps,March,Common,Camo Green,Skin tone 00,Common,00,Common,00,Uncommon,Elite,Common,Rare,Clan,Common
179,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Clan,Void Blue,Skin tone 02,Rare,00,Common,00,Common,Sun Spots,Rare,Common,Rare,Common
180,0xB8ee2CdE5Ba1Cc8f3193748b12510691B259c7E9,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Harlequin Tonic,Dance,Rare,Bubblegum Chew,Skin tone 02,Common,00,Common,00,Uncommon,Lolita Jam,Rare,Common,Common,Common
181,0xE33224bfc818102d2550746f1d6Dd4074A3Fb444,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Harlequin Tonic,Dance,Clan,Melon Light,Skin tone 02,Clan,01,Common,00,Common,Yuletide Up,Rare,Common,Common,Common
182,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Clan,Dust,Skin tone 03,Rare,00,Common,00,Uncommon,Elite,Clan,Common,Clan,Common
183,0xE836935d1Ec507D13A94e8d0a7461AB371Dd5f6E,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Common,Green Means Go,Skin tone 04,Common,01,Rare,05,Common,Faded,Rare,Rare,Clan,Common
184,0x1bcD14db8e75D9c845FBacb720d1459D6c7a5f3a,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Harlequin Tonic,Dance,Common,Melon Light,Skin tone 02,Rare,00,Common,00,Common,Aquamarine Chill,Common,Clan,Common,Common
185,0x98cc5E5c2A2C2E1e7e1a414dA88a96E1624662A3,Pilot Edition 01,Grimbone,true,Grand Master,Male,Sun Rise,Powers,Common,Late Blue,Skin tone 00,Rare,01,Clan,02,Rare,Sun Spots,Common,Rare,Common,Common
186,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Common,Dust,Skin tone 04,Rare,01,Common,00,Rare,Elite,Rare,Common,Common,Common
187,0xb631bBEfc3E8C052084E0944525f71299cf08F3d,Pilot Edition 01,Bubblegum Violence,true,Master,Female,Mime Burst,Finger Gun,Clan,Electric Ice,Skin tone 01,Common,01,Clan,01,Uncommon,Aquamarine Chill,Common,Rare,Clan,Rare
188,0xC0fC9bfD335CDe161598070812c3d59E26863518,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Clan,Crimson Locks,Skin tone 01,Common,01,Common,00,Uncommon,Sun Spots,Clan,Clan,Common,Rare
189,0x7D7DF2dd192e726A8051153ab84ef2C689aF50E4,Pilot Edition 01,Emerald Hand,true,Officer,Male,Elite Corps,Scream,Common,Dust,Skin tone 04,Common,00,Rare,05,Common,Elite,Common,Common,Rare,Common
190,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Male,Sun Rise,Powers,Rare,Ginger,Skin tone 02,Common,00,Common,00,Rare,Dusk,Clan,Rare,Common,Common
191,0x6B81ea1D1af42f9eFaA40954643Ee0fe2e4532bf,Pilot Edition 01,Bubblegum Violence,true,Grand Master,Male,Tumblers Mule,Dance,Clan,Eclipse,Skin tone 00,Clan,00,Clan,00,Clan,Ruby Cherry,Clan,Clan,Clan,Clan
192,0x8B32A9Fcd17D5aBb79B847ED06F6a54E494d45A8,Pilot Edition 01,Emerald Hand,true,Runner,Male,Elite Corps,Scream,Common,Barren,Skin tone 04,Common,01,Rare,01,Uncommon,Aura,Common,Clan,Clan,Common
193,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Common,Champagne,Skin tone 02,Common,01,Rare,04,Common,Dusk,Common,Clan,Rare,Common
194,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Emerald Hand,true,Runner,Female,Elite Corps,March,Rare,Dust,Skin tone 03,Rare,00,Clan,00,Common,Astral,Common,Common,Rare,Rare
195,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Tumblers Mule,Dance,Common,Melon Light,Skin tone 04,Clan,00,Rare,05,Common,Lolita Jam,Clan,Common,Common,Rare
196,0xD11b696366bE60c62fE515e72D60741070BE4b90,Pilot Edition 01,Emerald Hand,true,Master,Female,Emerald Palace,March,Common,Elegant Green,Skin tone 02,Common,00,Common,00,Common,Elite,Common,Rare,Common,Rare
197,0x6CE55CaCA95a00E938EA07a3Ca38f2C941Fe917e,Pilot Edition 01,Grimbone,true,Officer,Female,Scorched Earth,Bagua,Common,Green Means Go,Skin tone 03,Rare,01,Common,00,Uncommon,Sun Spots,Common,Clan,Clan,Common
198,0xD020f204617189807aED345D933F72D1d5C1210f,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Clan,Toxic X,Skin tone 01,Common,01,Rare,04,Common,Yuletide Up,Rare,Common,Rare,Common
199,0x09BfEE071d6e4746D5c20f5646f2d7F76260B5CB,Pilot Edition 01,Bubblegum Violence,true,Officer,Male,Mime Burst,Dance,Common,Bubblegum Chew,Skin tone 02,Common,00,Common,00,Common,Ruby Cherry,Rare,Rare,Common,Common
200,0xCF8534612778D017b60E6f70C0a7208736EA2698,Pilot Edition 01,Emerald Hand,true,Officer,Female,Emerald Palace,March,Common,Faded Blue,Skin tone 02,Common,00,Rare,01,Common,Astral,Rare,Clan,Rare,Rare
201,0xF89531d427c799325Cb3d8fce80dC6cfdaBD5397,Pilot Edition 01,Grimbone,true,Grand Master,Female,Dark Side,Bagua,Rare,Late Blue,Skin tone 04,Common,01,Rare,04,Rare,Dusk,Common,Common,Common,Common
202,0x5342712163626F9D7A787E88De68e49e03B3be2e,Pilot Edition 01,Grimbone,true,Runner,Male,Scorched Earth,Powers,Rare,Green Means Go,Skin tone 04,Common,00,Common,00,Uncommon,Dusk,Clan,Common,Rare,Common
203,0xF0986cfc4eE97D1CEBe407FAc99D76E25af8Eb51,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Melon Light,Skin tone 01,Common,01,Rare,03,Clan,Yuletide Up,Common,Rare,Rare,Common
204,0xA9183EafDa1C7C812a9dd7d9EB093f2E229F8eB7,Pilot Edition 01,Emerald Hand,true,Officer,Male,Elite Corps,Scream,Common,Faded Blue,Skin tone 02,Common,01,Rare,00,Uncommon,Elite,Clan,Common,Common,Clan
205,0x1152348219aD272475c58da95D2DBb3bf64688b1,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Clan,Void Blue,Skin tone 01,Common,01,Common,00,Uncommon,Sun Spots,Common,Clan,Common,Clan
206,0xc8B51ed85f0e66220c372cde67c06D95Dd0b25Df,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Mime Burst,Finger Gun,Clan,Jolt Lime,Skin tone 02,Common,01,Clan,00,Uncommon,Yuletide Up,Clan,Common,Clan,Common
207,0x978aF72A7DbD7acA2A2f953E9fe5BcF7E9025243,Pilot Edition 01,Emerald Hand,true,Adept,Male,Elite Corps,Scream,Common,Camo Green,Skin tone 02,Rare,00,Rare,05,Rare,Prism,Common,Common,Clan,Common
208,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Sun Rise,Bagua,Common,Silver,Skin tone 03,Common,01,Common,00,Uncommon,Sun Spots,Rare,Rare,Common,Rare
209,0x513f21d8Ff0fbeDdb4684e4B86ab72b804Fffe04,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Clan,Faded Blue,Skin tone 02,Clan,01,Rare,03,Clan,Gem Stone,Common,Clan,Clan,Common
210,0xCb77e00F6F2D5F2ff61Fb11C50347B2e148F88b4,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Harlequin Tonic,Finger Gun,Rare,Toxic X,Skin tone 03,Clan,00,Common,00,Common,Sapphire Star,Rare,Rare,Rare,Common
211,0x392f1d6285c333399690D2bebB53EC753f9eD480,Pilot Edition 01,Emerald Hand,true,Runner,Female,Emerald Palace,March,Common,Dark Umber,Skin tone 02,Rare,01,Common,00,Rare,Elite,Clan,Common,Common,Rare
212,0x68d2a944545AAb36C14509D0dc5d6821fa43C0d5,Pilot Edition 01,Grimbone,true,Adept,Female,Sun Rise,Bagua,Rare,Silver,Skin tone 03,Common,00,Clan,00,Uncommon,Dusk,Common,Rare,Rare,Common
213,0xb79a000aC90d3D6d986a335E4C9ea4bec69bC095,Pilot Edition 01,Bubblegum Violence,true,Runner,Male,Harlequin Tonic,Dance,Rare,Toxic X,Skin tone 00,Common,00,Common,00,Uncommon,Yuletide Up,Common,Rare,Rare,Common
214,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Female,Tumblers Mule,Finger Gun,Clan,Jolt Lime,Skin tone 02,Rare,00,Clan,02,Uncommon,Ruby Cherry,Rare,Clan,Rare,Common
215,0x29274e82E47aA5f63452cB4A66eddD4b7B953308,Pilot Edition 01,Emerald Hand,true,Master,Male,Elite Corps,Scream,Common,Dust,Skin tone 02,Rare,00,Clan,00,Common,Elite,Clan,Rare,Rare,Rare
216,0x5c400349cc873B9EEBbe2fe9eFe28d565B88B9Bf,Pilot Edition 01,Grimbone,true,Grand Master,Female,Scorched Earth,Bagua,Common,Void Blue,Skin tone 04,Common,00,Common,00,Common,Sun Spots,Common,Common,Common,Common
217,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Grimbone,true,Runner,Female,Scorched Earth,Bagua,Common,Silver,Skin tone 04,Clan,01,Common,00,Uncommon,Blue Blaze,Common,Common,Common,Common
218,0xEFF3117F7cb7ADD1587Cf36eD11dCF1253Ac3891,Pilot Edition 01,Emerald Hand,true,Adept,Female,Emerald Palace,March,Rare,Dark Umber,Skin tone 01,Clan,01,Common,00,Rare,Astral,Common,Clan,Rare,Clan
219,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Runner,Female,Tumblers Mule,Finger Gun,Common,Jolt Lime,Skin tone 03,Rare,00,Common,00,Common,Lolita Jam,Rare,Rare,Common,Common
220,0x8921F6b24048d15c143876066b0D2bf4D1EAD1f2,Pilot Edition 01,Emerald Hand,true,Officer,Male,Elite Corps,Scream,Clan,Dust,Skin tone 00,Clan,00,Rare,03,Common,Elite,Rare,Clan,Clan,Common
221,0x000000000000000000000000000000000000dEaD,Pilot Edition 01,Bubblegum Violence,true,Adept,Male,Tumblers Mule,Dance,Common,Sky Green,Skin tone 01,Common,00,Common,00,Common,Yuletide Up,Rare,Rare,Rare,Rare
222,0x97035e8847B58568ce6A18E7e0C0Ac68fafa6138,Pilot Edition 01,Grimbone,true,Adept,Female,Scorched Earth,Bagua,Clan,Silver,Skin tone 01,Common,00,Common,00,Uncommon,Sun Spots,Rare,Rare,Rare,Rare
223,0xE836935d1Ec507D13A94e8d0a7461AB371Dd5f6E,Pilot Edition 01,Grimbone,true,Adept,Male,Scorched Earth,Powers,Common,Ginger,Skin tone 00,Rare,00,Rare,05,Common,Sun Spots,Common,Common,Common,Common
224,0x02565CCB5B48641808063BCA489A3312C85D6Ce9,Pilot Edition 01,Emerald Hand,true,Adept,Female,Elite Corps,March,Common,Camo Green,Skin tone 00,Rare,01,Common,00,Common,Aura,Common,Common,Rare,Common
